MSZoning,LotArea,Utilities,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,BsmtQual,BsmtCond,CentralAir,KitchenQual,GarageType,GarageArea,GarageQual,GarageCond,SalePrice
RL,5395,AllPub,1Story,8,5,1993,Gable,Gd,TA,Y,Gd,Attchd,462,TA,TA,180000
RL,8963,AllPub,2Story,8,9,1976,Hip,TA,Gd,Y,Gd,BuiltIn,831,TA,TA,299800
RL,8795,AllPub,2Story,7,5,2000,Gable,Gd,TA,Y,Gd,BuiltIn,554,TA,TA,236000
RM,11700,AllPub,2Story,7,7,1880,Mansard,TA,Fa,N,Gd,Detchd,864,TA,TA,265979
RL,10593,AllPub,1Story,7,5,1996,Hip,Gd,TA,Y,Gd,Attchd,527,TA,TA,260400
RL,8405,AllPub,1.5Fin,4,3,1945,Gable,TA,TA,N,TA,Detchd,240,TA,TA,98000
RM,8800,AllPub,1.5Fin,4,7,1910,Gable,TA,Fa,Y,TA,Attchd,0,TA,TA,96500
RL,7750,AllPub,2Story,7,5,2003,Gable,Gd,TA,Y,Gd,Attchd,400,TA,TA,162000
RL,9236,AllPub,1Story,6,5,1997,Gable,Gd,TA,Y,Gd,Attchd,576,TA,TA,217000
RL,10240,AllPub,2Story,8,5,2005,Gable,Gd,TA,Y,Ex,Attchd,878,TA,TA,275500
RL,7930,AllPub,1Story,6,8,1969,Gable,TA,TA,Y,Gd,Detchd,440,TA,TA,156000
FV,3230,AllPub,2Story,6,5,1999,Gable,Gd,TA,Y,TA,Detchd,440,TA,TA,172500
RL,10769,AllPub,2Story,8,5,2007,Gable,Gd,TA,Y,Gd,Attchd,578,TA,TA,212000
RL,11616,AllPub,2Story,6,5,1978,Hip,TA,TA,Y,TA,Attchd,440,TA,TA,158900
FV,2280,AllPub,2Story,7,5,1999,Gable,Gd,TA,Y,TA,Detchd,440,TA,TA,179400
RL,12257,AllPub,2Story,8,5,1995,Gable,Gd,TA,Y,Gd,Attchd,752,TA,TA,290000
RL,9100,AllPub,1Story,6,6,1959,Hip,TA,TA,Y,TA,Detchd,300,Ex,Ex,127500
RM,6911,AllPub,1Story,5,5,1924,Gable,TA,TA,Y,Fa,Detchd,440,TA,TA,100000
FV,8640,AllPub,2Story,7,5,2009,Gable,Gd,TA,Y,Gd,Attchd,614,TA,TA,215200
RL,9430,AllPub,2Story,8,5,1999,Gable,Gd,TA,Y,Gd,Attchd,856,TA,TA,337000
RL,9549,AllPub,1Story,8,5,1995,Hip,Gd,Gd,Y,Ex,Attchd,481,TA,TA,270000
RL,14587,AllPub,1Story,9,5,2008,Gable,Gd,TA,Y,Ex,Attchd,592,TA,TA,264132
RL,10421,AllPub,2Story,7,5,1988,Gable,Gd,TA,Y,TA,Attchd,496,TA,TA,196500
RL,12508,AllPub,1.5Fin,6,7,1940,Gable,Gd,TA,Y,TA,Attchd,423,TA,TA,160000
RL,9100,AllPub,1Story,7,5,2004,Hip,Gd,TA,Y,Gd,Attchd,484,TA,TA,216837
RL,53504,AllPub,2Story,8,5,2003,Hip,Gd,TA,Y,Ex,BuiltIn,841,TA,TA,538000
RL,7252,AllPub,SFoyer,5,5,1982,Hip,Gd,TA,Y,TA,Detchd,576,TA,TA,134900
RL,8877,AllPub,1Story,4,5,1951,Gable,Fa,Fa,Y,TA,Detchd,396,TA,TA,102000
RL,7819,AllPub,SLvl,6,5,1976,Gable,TA,TA,Y,TA,Detchd,672,TA,TA,107000
RL,10150,AllPub,1Story,5,5,1958,Gable,TA,TA,Y,TA,Attchd,275,TA,TA,114500
RL,14226,AllPub,1Story,8,5,2006,Hip,Gd,TA,Y,Gd,Attchd,895,TA,TA,395000
RM,4500,AllPub,1Story,6,5,1998,Hip,Ex,TA,Y,TA,Attchd,412,TA,TA,162000
RL,11210,AllPub,1Story,7,5,2005,Gable,Gd,TA,Y,Gd,Attchd,865,TA,TA,221500
RL,13350,AllPub,1Story,5,5,1974,Hip,TA,TA,Y,TA,Attchd,440,TA,TA,142500
RH,8400,AllPub,1Story,5,5,1977,Gable,TA,TA,Y,TA,Detchd,630,TA,TA,144000
RL,10530,AllPub,SFoyer,6,5,1977,Gable,Gd,TA,Y,TA,Attchd,504,TA,TA,135000
RL,7875,AllPub,1Story,7,5,1995,Gable,Gd,Gd,Y,TA,Attchd,402,TA,TA,176000
RL,7153,AllPub,2Story,6,5,1992,Gable,Gd,TA,Y,Gd,Attchd,484,TA,TA,175900
RL,16285,AllPub,1Story,7,5,2001,Gable,Gd,TA,Y,Gd,Attchd,605,TA,TA,187100
RL,9101,AllPub,SFoyer,5,6,1978,Gable,Gd,TA,Y,Gd,Attchd,602,TA,TA,165500
RM,6300,AllPub,2.5Unf,6,6,1914,Gable,TA,TA,Y,TA,Attchd,0,TA,TA,128000
RL,9790,AllPub,1Story,6,5,1967,Gable,TA,TA,Y,TA,Attchd,457,TA,TA,161500
RM,10800,AllPub,1.5Fin,5,6,1915,Gable,Fa,TA,Y,TA,Detchd,416,TA,TA,139000
RL,10142,AllPub,2Story,7,5,2004,Gable,Gd,TA,Y,Gd,BuiltIn,618,TA,TA,233000
RM,6000,AllPub,1Story,4,7,1954,Gable,TA,TA,Y,TA,Detchd,281,Fa,TA,107900
RL,12205,AllPub,2Story,6,8,1966,Gable,TA,Fa,Y,Gd,Attchd,444,TA,TA,187500
RL,3182,AllPub,1Story,7,5,2005,Gable,Gd,TA,Y,Gd,Attchd,397,TA,TA,160200
RL,11333,AllPub,SLvl,6,5,1976,Gable,Gd,TA,Y,TA,Attchd,539,TA,TA,146800
RL,9920,AllPub,2Story,7,5,1996,Gable,Gd,TA,Y,TA,Attchd,455,TA,TA,269790
RL,9158,AllPub,1Story,8,5,2007,Gable,Gd,TA,Y,Gd,Attchd,474,TA,TA,225000
RL,10832,AllPub,2Story,7,5,1994,Gable,Gd,TA,Y,Gd,Attchd,409,TA,TA,194500
RL,8400,AllPub,2Story,6,6,1980,Gable,Gd,TA,Y,TA,Attchd,476,TA,TA,171000
RL,8197,AllPub,1Story,6,5,1977,Gable,TA,TA,Y,TA,Attchd,528,TA,TA,143500
RL,7677,AllPub,1Story,5,5,1953,Gable,TA,TA,Y,TA,Attchd,240,TA,TA,110000
RL,13518,AllPub,2Story,9,5,2008,Hip,Ex,TA,Y,Ex,BuiltIn,820,TA,TA,485000
RL,7200,AllPub,1.5Fin,5,7,1937,Gable,Gd,TA,Y,Gd,Detchd,240,TA,TA,175000
RL,12798,AllPub,2Story,6,5,1997,Gable,Gd,TA,Y,Gd,Attchd,603,TA,TA,200000
RM,4800,AllPub,1Story,4,7,1916,Gable,TA,TA,Y,TA,Detchd,440,TA,TA,109900
RL,8199,AllPub,2Story,7,5,2005,Gable,Gd,TA,Y,Gd,Attchd,410,TA,TA,189000
RL,13891,AllPub,2Story,9,5,2008,Hip,Ex,TA,Y,Ex,BuiltIn,1020,TA,TA,582933
RL,9000,AllPub,1Story,5,5,1954,Gable,TA,TA,Y,TA,Attchd,286,TA,TA,118000
RL,12274,AllPub,1Story,7,5,2008,Gable,Gd,TA,Y,Ex,Attchd,554,TA,TA,227680
RL,9750,AllPub,SLvl,5,5,1967,Gable,TA,TA,Y,TA,Attchd,384,TA,TA,135500
RL,21384,AllPub,2Story,5,6,1923,Gable,TA,TA,Y,Gd,Attchd,528,TA,TA,223500
RL,13400,AllPub,SLvl,5,5,1966,Gable,TA,TA,Y,TA,Attchd,484,TA,TA,159950
RM,8100,AllPub,2.5Unf,5,5,1898,Hip,TA,TA,N,TA,Detchd,360,Fa,Po,106000
RL,10140,AllPub,1Story,6,6,1974,Hip,TA,TA,Y,Gd,Attchd,484,TA,TA,181000
RM,4438,AllPub,1Story,6,5,2004,Gable,Gd,TA,Y,Gd,Attchd,420,TA,TA,144500
C (all),8712,AllPub,1Story,5,5,1952,Hip,TA,TA,N,Fa,Basment,504,TA,TA,55993
RL,9750,AllPub,1Story,6,6,1958,Gable,TA,TA,Y,TA,Attchd,301,TA,TA,157900
RL,8248,AllPub,1.5Fin,5,7,1918,Gable,TA,TA,Y,Fa,Detchd,280,TA,TA,116000
RL,12137,AllPub,1Story,7,5,1998,Gable,Gd,TA,Y,Gd,Attchd,598,TA,TA,224900
RL,11425,AllPub,1Story,5,6,1954,Gable,TA,TA,Y,TA,Attchd,275,TA,TA,137000
RL,13265,AllPub,1Story,8,5,2002,Hip,Gd,TA,Y,Gd,Attchd,857,TA,TA,271000
RL,8816,AllPub,SLvl,6,7,1971,Gable,TA,TA,Y,TA,Attchd,440,TA,TA,155000
RL,6371,AllPub,1Story,7,5,2009,Gable,Gd,TA,Y,Gd,Attchd,484,TA,TA,224000
RL,7226,AllPub,2Story,7,5,2003,Gable,Gd,TA,Y,Gd,Attchd,595,TA,TA,183000
RM,6000,AllPub,1Story,4,4,1953,Gable,Fa,TA,N,TA,Detchd,576,TA,TA,93000
RL,12394,AllPub,2Story,7,5,2003,Gable,Gd,TA,Y,Gd,BuiltIn,433,TA,TA,225000
RL,9900,AllPub,1.5Fin,6,7,1940,Gable,TA,TA,Y,TA,Detchd,240,TA,TA,139500
FV,11216,AllPub,1Story,8,5,2006,Gable,Gd,Gd,Y,Gd,Attchd,776,TA,TA,232600
RL,14803,AllPub,1Story,10,5,2007,Hip,Ex,TA,Y,Ex,Attchd,1220,TA,TA,385000
RM,6130,AllPub,1.5Unf,5,6,1924,Gable,TA,TA,Y,Gd,Attchd,0,TA,TA,109500
RL,8529,AllPub,1Story,7,5,2001,Gable,Gd,TA,Y,Gd,Attchd,527,TA,TA,189000
RL,28698,AllPub,2Story,5,5,1967,Flat,TA,Gd,Y,TA,Attchd,538,TA,TA,185000
FV,2544,AllPub,2Story,7,5,2005,Gable,Gd,TA,Y,Gd,Detchd,480,TA,TA,147400
RL,11900,AllPub,1Story,6,5,1957,Gable,TA,TA,Y,TA,Attchd,458,TA,TA,166000
FV,3180,AllPub,2Story,7,5,2005,Gable,Gd,TA,Y,Gd,Detchd,480,TA,TA,151000
RL,9548,AllPub,2Story,7,6,2003,Gable,Gd,TA,Y,Gd,Attchd,613,TA,TA,237000
RL,10004,AllPub,1Story,6,6,1964,Gable,TA,TA,Y,TA,Attchd,472,TA,TA,167000
RL,7875,AllPub,1Story,5,6,1961,Gable,TA,TA,Y,TA,Attchd,456,TA,TA,139950
RL,9600,AllPub,1Story,4,7,1950,Gable,Gd,TA,Y,Gd,Attchd,436,TA,TA,128000
RM,8100,AllPub,1Story,5,6,1948,Gable,TA,TA,Y,TA,Detchd,812,TA,TA,153500
RM,1680,AllPub,2Story,6,5,1973,Gable,TA,TA,Y,TA,Detchd,264,TA,TA,100000
RL,9525,AllPub,1Story,5,6,1995,Gable,Gd,TA,Y,Gd,Attchd,352,TA,TA,144000
RL,11767,AllPub,1.5Fin,5,6,1946,Gable,TA,TA,Y,TA,Detchd,240,TA,TA,130500
RH,12155,AllPub,2Story,6,8,1925,Gable,TA,TA,N,Fa,Detchd,400,TA,TA,140000
RM,10440,AllPub,2Story,5,8,1904,Gable,TA,TA,Y,Gd,Detchd,686,Gd,TA,157500
RL,9020,AllPub,SLvl,6,7,1966,Gable,TA,TA,Y,TA,Attchd,490,Gd,Gd,174900
RL,8000,AllPub,1Story,5,4,1961,Gable,TA,TA,N,TA,Attchd,0,TA,TA,141000
RM,12665,AllPub,1.5Fin,5,8,1915,Gable,TA,TA,Y,TA,Detchd,720,TA,TA,153900
RL,16647,AllPub,SFoyer,5,5,1975,Gable,Gd,TA,Y,TA,Basment,611,TA,TA,171000
RL,9317,AllPub,2Story,7,5,1993,Gable,Gd,TA,Y,Gd,Attchd,425,TA,TA,213000
RL,15523,AllPub,1Story,5,6,1972,Gable,TA,TA,Y,TA,Attchd,338,TA,TA,133500
RL,45600,AllPub,1.5Fin,6,8,1908,Gable,TA,TA,Y,TA,Detchd,360,Fa,TA,240000
RL,9600,AllPub,SLvl,6,7,1976,Hip,TA,TA,Y,TA,Attchd,512,TA,TA,187000
RM,4435,AllPub,1Story,6,5,2003,Gable,Gd,TA,Y,Gd,Attchd,420,TA,TA,131500
RL,3196,AllPub,1Story,8,5,2003,Gable,Gd,TA,Y,Gd,Attchd,400,TA,TA,215000
RL,7128,AllPub,2.5Unf,7,5,1941,Gable,TA,TA,Y,TA,Detchd,240,TA,TA,164000
RL,12095,AllPub,SLvl,6,6,1964,Gable,TA,TA,Y,TA,Attchd,645,TA,TA,158000
RL,17920,AllPub,1Story,5,4,1955,Hip,TA,TA,Y,TA,Attchd,454,TA,TA,170000
RL,6897,AllPub,1Story,5,8,1962,Gable,TA,TA,Y,TA,Detchd,260,TA,TA,127000
RL,10970,AllPub,SLvl,6,6,1978,Gable,Gd,Gd,Y,TA,Detchd,576,TA,Fa,147000
RL,8125,AllPub,2Story,6,5,1994,Gable,Gd,TA,Y,TA,Attchd,343,TA,TA,174000
RL,10400,AllPub,1Story,7,5,1976,Gable,Gd,TA,Y,TA,Attchd,479,TA,TA,152000
RL,11029,AllPub,2Story,6,7,1968,Gable,TA,TA,Y,Gd,Attchd,619,TA,TA,250000
RL,7642,AllPub,1.5Fin,7,8,1918,Gable,TA,TA,Y,Gd,Detchd,216,TA,TA,189950
RL,11625,AllPub,1Story,5,4,1965,Hip,TA,TA,Y,TA,Attchd,504,TA,TA,131500
RL,9672,AllPub,1Story,6,5,1984,Hip,Gd,TA,Y,TA,Attchd,480,TA,TA,152000
RL,7931,AllPub,1Story,5,5,1959,Hip,TA,TA,Y,TA,Attchd,672,TA,TA,132500
FV,8640,AllPub,1Story,7,5,2007,Gable,Ex,TA,Y,Gd,Attchd,529,TA,TA,250580
RL,8750,AllPub,1Story,5,6,1970,Gable,TA,TA,Y,TA,Detchd,902,TA,TA,148500
RL,10656,AllPub,1Story,8,5,2006,Gable,Gd,TA,Y,Gd,Attchd,870,TA,TA,248900
RL,6970,AllPub,1Story,4,5,1961,Gable,TA,TA,Y,Fa,Attchd,544,TA,TA,129000
RL,14762,AllPub,2Story,5,6,1948,Gable,TA,TA,Y,TA,Attchd,672,TA,TA,169000
RL,9938,AllPub,2Story,7,5,1993,Gable,Gd,TA,Y,Gd,Attchd,574,TA,TA,236000
RL,6600,AllPub,1Story,5,5,1962,Hip,TA,TA,N,TA,Detchd,308,TA,TA,109500
RL,8750,AllPub,2Story,6,5,1998,Gable,Gd,TA,Y,Gd,Attchd,523,TA,TA,200500
RL,8892,AllPub,1Story,5,7,1953,Gable,TA,TA,Y,Gd,Attchd,414,TA,TA,116000
RL,12144,AllPub,1Story,5,7,1949,Gable,TA,TA,Y,TA,Attchd,288,TA,TA,133000
RM,5720,AllPub,1.5Fin,5,6,1941,Gable,TA,TA,Y,TA,Detchd,200,TA,TA,66500
FV,9000,AllPub,2Story,8,5,2007,Gable,Gd,TA,Y,Ex,BuiltIn,550,TA,TA,303477
RL,25286,AllPub,1Story,4,5,1963,Gable,TA,TA,Y,TA,Attchd,648,TA,TA,132250
RL,8834,AllPub,2Story,9,5,2004,Hip,Ex,TA,Y,Ex,Attchd,738,TA,TA,350000
RL,11782,AllPub,SFoyer,5,7,1961,Gable,TA,TA,Y,Gd,Detchd,576,TA,TA,148000
RL,7000,AllPub,1Story,5,8,1978,Gable,TA,TA,Y,TA,Attchd,336,TA,TA,136500
RL,7024,AllPub,1Story,5,5,2005,Gable,Ex,Gd,Y,TA,Attchd,450,TA,TA,157000
RL,13758,AllPub,1.5Fin,7,5,1990,Gable,Gd,TA,Y,Gd,Attchd,400,TA,TA,187500
RL,9636,AllPub,2Story,6,5,1992,Gable,Gd,TA,Y,TA,BuiltIn,389,TA,TA,178000
RL,6204,AllPub,2.5Fin,4,5,1912,Gable,TA,Fa,N,TA,Detchd,440,TA,Gd,118500
RL,7150,AllPub,1Story,5,5,1967,Gable,TA,TA,Y,TA,Attchd,288,TA,TA,100000
FV,5119,AllPub,1Story,9,5,1999,Gable,Ex,TA,Y,Gd,Attchd,506,TA,TA,328900
RL,8393,AllPub,1Story,5,5,1959,Gable,TA,TA,Y,TA,Attchd,588,TA,TA,145000
RL,16466,AllPub,1.5Fin,5,7,1955,Gable,TA,TA,Y,TA,Attchd,300,TA,TA,135500
RL,15865,AllPub,1Story,8,6,1970,Flat,TA,Gd,Y,Gd,Attchd,621,TA,TA,268000
RL,12160,AllPub,1Story,6,4,1953,Hip,TA,TA,Y,TA,Attchd,505,TA,TA,149500
RL,8064,AllPub,1.5Fin,5,7,1949,Gable,TA,TA,Y,TA,Detchd,576,TA,TA,122900
RL,11184,AllPub,2Story,6,5,1978,Hip,TA,TA,Y,TA,Attchd,440,TA,TA,172500
RL,8414,AllPub,1Story,6,8,1963,Hip,TA,TA,Y,TA,Attchd,264,TA,TA,154500
RL,13284,AllPub,1Story,5,5,1954,Gable,Gd,TA,Y,TA,Attchd,354,TA,TA,165000
RL,7018,AllPub,1Story,5,5,1979,Gable,TA,TA,Y,TA,Attchd,400,TA,TA,118858
RL,7056,AllPub,2Story,6,5,1963,Hip,TA,TA,Y,TA,Attchd,483,TA,TA,140000
RM,8765,AllPub,1Story,4,6,1936,Gable,TA,TA,N,TA,Detchd,327,TA,TA,106500
RL,7018,AllPub,2Story,5,5,1979,Gable,TA,TA,Y,TA,Detchd,528,TA,TA,142953
RL,12919,AllPub,1Story,9,5,2009,Hip,Ex,TA,Y,Ex,Attchd,820,TA,TA,611657
RL,6993,AllPub,1Story,5,7,1961,Gable,TA,TA,Y,TA,Attchd,288,TA,TA,135000
RL,7340,AllPub,1Story,4,6,1971,Gable,TA,TA,Y,TA,Detchd,684,TA,TA,110000
RL,8712,AllPub,1Story,5,7,1957,Hip,TA,TA,Y,TA,Detchd,756,TA,TA,153000
RL,7875,AllPub,2Story,7,5,2003,Gable,Gd,TA,Y,Gd,Attchd,393,TA,TA,180000
RL,14859,AllPub,1Story,7,5,2006,Hip,Gd,TA,Y,Gd,Attchd,690,TA,TA,240000
RL,6173,AllPub,1Story,5,6,1967,Gable,TA,TA,Y,TA,Attchd,288,TA,TA,125500
RL,9920,AllPub,1Story,5,5,1954,Gable,TA,TA,Y,TA,Attchd,280,TA,TA,128000
RL,13501,AllPub,1Story,8,5,2006,Gable,Gd,TA,Y,Gd,Attchd,865,TA,TA,255000
RL,11500,AllPub,1.5Fin,7,7,1936,Gable,Gd,TA,Y,Gd,Attchd,180,Fa,TA,250000
RL,8885,AllPub,1Story,5,5,1983,Gable,Gd,TA,Y,TA,Attchd,484,TA,TA,131000
RL,12589,AllPub,2Story,6,5,2005,Gable,Gd,TA,Y,Gd,Attchd,390,TA,TA,174000
RL,11600,AllPub,2Story,5,5,1960,Gable,TA,TA,Y,TA,Detchd,480,TA,TA,154300
RL,9286,AllPub,1Story,5,7,1977,Gable,Gd,Gd,Y,Gd,Detchd,252,TA,TA,143500
RM,6120,AllPub,1Story,5,7,1925,Gable,TA,TA,N,TA,Detchd,450,TA,TA,88000
RH,6270,AllPub,2Story,5,6,1949,Gable,TA,TA,N,TA,2Types,871,TA,TA,145000
FV,3000,AllPub,2Story,6,5,2009,Gable,Gd,TA,Y,Gd,Detchd,528,TA,TA,173733
RM,2001,AllPub,2Story,4,5,1970,Gable,TA,TA,Y,TA,Attchd,286,TA,TA,75000
C (all),9000,AllPub,1Story,2,3,1949,Gable,TA,TA,N,TA,Detchd,308,TA,TA,35311
RL,17140,AllPub,1Story,4,6,1956,Gable,TA,TA,Y,TA,Attchd,284,TA,TA,135000
RL,13125,AllPub,2Story,7,5,1991,Gable,Ex,TA,Y,Gd,Attchd,833,TA,TA,238000
RL,11029,AllPub,1Story,6,8,1958,Hip,Gd,TA,Y,TA,Attchd,601,TA,TA,176500
RL,8462,AllPub,2Story,6,5,1994,Gable,Gd,Gd,Y,Gd,Attchd,471,TA,TA,201000
RL,8777,AllPub,1.5Fin,5,7,1900,Gable,TA,TA,Y,TA,Attchd,0,TA,TA,145900
RL,10237,AllPub,1Story,6,5,2005,Gable,Gd,TA,Y,Gd,Attchd,397,TA,TA,169990
RL,8012,AllPub,1Story,6,5,1993,Gable,Gd,TA,Y,Gd,Attchd,533,TA,TA,193000
RL,10240,AllPub,1Story,6,6,1980,Gable,Gd,TA,Y,TA,Attchd,612,TA,TA,207500
RL,15611,AllPub,1Story,5,6,1977,Gable,Gd,TA,Y,Ex,Attchd,540,TA,TA,175000
RL,11999,AllPub,2Story,8,5,2003,Hip,Gd,TA,Y,Ex,BuiltIn,656,TA,TA,285000
RL,9900,AllPub,2Story,7,5,1968,Gable,TA,TA,Y,TA,Attchd,486,TA,TA,176000
RL,11838,AllPub,1Story,8,5,2001,Hip,Gd,TA,Y,Ex,Attchd,522,TA,TA,236500
RL,13006,AllPub,2Story,7,5,1997,Gable,Gd,TA,Y,Gd,BuiltIn,642,TA,TA,222000
RL,8925,AllPub,1Story,8,5,2007,Gable,Gd,TA,Y,Gd,Attchd,610,TA,TA,201000
RL,9100,AllPub,1Story,5,6,1965,Gable,TA,TA,Y,TA,Detchd,429,TA,TA,117500
RL,11670,AllPub,1Story,9,5,2006,Hip,Ex,Gd,Y,Ex,Attchd,788,TA,TA,320000
RL,8487,AllPub,1Story,7,5,2004,Gable,Gd,TA,Y,Gd,Attchd,570,TA,TA,190000
RL,27650,AllPub,1Story,7,7,1960,Flat,Gd,TA,Y,Gd,Attchd,505,TA,TA,242000
RL,5825,AllPub,1Story,4,5,1926,Gable,Fa,TA,Y,TA,Detchd,528,TA,TA,79900
RL,10083,AllPub,1Story,7,5,2003,Gable,Gd,TA,Y,Gd,Attchd,555,TA,TA,184900
RL,9675,AllPub,2Story,7,5,2005,Gable,Gd,TA,Y,Gd,Attchd,689,TA,TA,253000
RL,8760,AllPub,2Story,7,5,2006,Gable,Gd,Gd,Y,Gd,Attchd,868,TA,TA,239799
RL,24090,AllPub,2Story,7,7,1940,Gable,TA,TA,Y,TA,Attchd,349,TA,TA,244400
RL,12640,AllPub,1Story,6,5,1976,Gable,TA,TA,Y,TA,Attchd,574,TA,TA,150900
RL,8755,AllPub,2Story,7,5,1999,Gable,Gd,TA,Y,Gd,BuiltIn,390,TA,TA,214000
RL,7711,AllPub,1Story,4,3,1977,Gable,Gd,TA,Y,TA,Attchd,0,TA,TA,150000
RL,25000,AllPub,1Story,5,4,1967,Gable,TA,TA,Y,TA,Attchd,576,TA,TA,143000
RL,14375,NoSeWa,SLvl,6,6,1958,Gable,TA,TA,Y,Gd,Basment,525,TA,TA,137500
RM,8820,AllPub,1.5Fin,5,6,1890,Hip,TA,TA,Y,TA,Detchd,456,TA,TA,124900
RL,8163,AllPub,SLvl,5,6,1959,Gable,TA,TA,Y,TA,Attchd,796,TA,TA,143000
RL,14536,AllPub,1Story,8,5,2002,Hip,Gd,TA,Y,Gd,Attchd,808,TA,TA,270000
RL,14006,AllPub,2Story,7,5,2002,Gable,Gd,TA,Y,Gd,Attchd,474,TA,TA,192500
RL,9360,AllPub,1Story,6,7,1972,Hip,TA,TA,Y,Gd,Attchd,676,TA,TA,197500
RL,7200,AllPub,1Story,5,8,1950,Gable,TA,TA,Y,Gd,Detchd,720,TA,TA,129000
RH,7800,AllPub,1Story,5,5,1965,Gable,TA,TA,Y,TA,Detchd,300,TA,TA,119900
RL,7200,AllPub,SFoyer,5,8,1972,Gable,Gd,TA,Y,TA,Detchd,396,TA,TA,133900
RL,11075,AllPub,2Story,5,4,1969,Gable,TA,TA,Y,TA,Attchd,530,TA,TA,172000
RL,9400,AllPub,SFoyer,6,5,1975,Flat,Gd,Gd,Y,TA,Attchd,0,TA,TA,127500
RH,7136,AllPub,2Story,6,6,1946,Gable,Gd,TA,N,TA,Attchd,492,TA,TA,145000
RM,1300,AllPub,2Story,6,6,1980,Gable,Gd,TA,Y,TA,Attchd,462,TA,TA,124000
RL,7420,AllPub,1Story,5,5,1962,Hip,TA,TA,Y,TA,Detchd,576,TA,TA,132000
RL,8450,AllPub,1Story,7,5,2003,Gable,Gd,TA,Y,Gd,Attchd,531,TA,TA,185000
FV,2572,AllPub,2Story,7,5,1999,Hip,Gd,TA,Y,Gd,Detchd,484,TA,TA,155000
RL,7207,AllPub,1Story,5,7,1958,Gable,TA,TA,Y,TA,Attchd,0,TA,TA,116500
RL,12227,AllPub,2Story,6,7,1977,Gable,Gd,Gd,Y,TA,Attchd,619,TA,TA,272000
RL,2308,AllPub,2Story,6,6,1976,Gable,Gd,TA,Y,Gd,Detchd,440,TA,TA,155000
RL,11923,AllPub,1Story,9,5,2007,Gable,Ex,TA,Y,Ex,Attchd,702,TA,TA,239000
RL,11316,AllPub,2Story,7,5,2002,Gable,Gd,TA,Y,Gd,BuiltIn,510,TA,TA,214900
RL,10237,AllPub,2Story,6,5,2005,Gable,Gd,TA,Y,Gd,Attchd,393,TA,TA,178900
RL,9600,AllPub,1.5Fin,5,7,1940,Gable,TA,Fa,Y,TA,Detchd,256,TA,TA,160000
RL,7390,AllPub,1Story,5,7,1955,Hip,TA,TA,Y,TA,Attchd,260,TA,TA,135000
RM,5925,AllPub,1.5Fin,3,6,1910,Gable,TA,TA,N,TA,Attchd,0,TA,TA,37900
RL,10382,AllPub,SLvl,6,5,1958,Hip,TA,TA,Y,TA,Attchd,264,TA,TA,140000
RL,10800,AllPub,1.5Fin,4,4,1949,Gable,TA,TA,N,TA,Attchd,0,TA,TA,135000
RL,2268,AllPub,2Story,7,5,2003,Gable,Gd,TA,Y,Gd,BuiltIn,474,TA,TA,173000
RL,7892,AllPub,1Story,6,5,1979,Gable,Gd,TA,Y,TA,Attchd,264,TA,TA,99500
FV,11639,AllPub,1Story,7,5,2007,Gable,Gd,TA,Y,Gd,Attchd,480,TA,TA,182000
RL,11414,AllPub,2Story,7,8,1910,Gable,Gd,TA,N,Gd,Detchd,532,TA,TA,167500
FV,2651,AllPub,2Story,7,5,2000,Gable,Gd,TA,Y,Gd,Detchd,490,TA,TA,165000
RL,5900,AllPub,1Story,4,7,1923,Gable,Gd,TA,Y,Fa,Attchd,0,TA,TA,85500
FV,4274,AllPub,1Story,7,5,2006,Gable,Gd,TA,Y,Gd,Attchd,569,TA,TA,199900
RL,9450,AllPub,1Story,4,5,1954,Gable,TA,TA,Y,TA,Detchd,400,TA,TA,110000
RL,8816,AllPub,1Story,5,6,1963,Gable,TA,TA,Y,TA,Detchd,480,TA,TA,139000
RL,12122,AllPub,SFoyer,7,9,1961,Gable,TA,TA,Y,Ex,Attchd,588,TA,TA,178400
RL,12203,AllPub,2Story,8,5,1998,Hip,Gd,TA,Y,Gd,Attchd,676,TA,TA,336000
RL,3182,AllPub,1Story,7,5,2007,Gable,Gd,TA,Y,Gd,Attchd,388,TA,TA,159895
RL,11250,AllPub,2Story,8,5,2002,Gable,Gd,TA,Y,Gd,Attchd,779,TA,TA,255900
RL,10125,AllPub,1.5Fin,5,5,1977,Gable,TA,TA,Y,Gd,Attchd,539,TA,TA,126000
RL,10880,AllPub,1Story,5,5,1950,Gable,TA,TA,N,TA,Detchd,240,TA,TA,125000
RM,5310,AllPub,1.5Fin,6,8,1910,Hip,TA,Fa,Y,Gd,Attchd,255,Fa,TA,117000
RL,10159,AllPub,1Story,9,5,2009,Hip,Ex,TA,Y,Ex,Attchd,606,TA,TA,395192
RL,12046,AllPub,2Story,6,6,1976,Gable,TA,TA,Y,Gd,Attchd,551,TA,TA,195000
FV,8125,AllPub,2Story,7,5,2006,Gable,Gd,Gd,Y,Gd,Attchd,614,TA,TA,197000
RL,9452,AllPub,2Story,8,5,1997,Gable,Gd,TA,Y,Gd,Attchd,870,TA,TA,348000
RM,17671,AllPub,2Story,8,9,1882,Gable,TA,TA,Y,Gd,Attchd,424,TA,TA,168000
RL,9760,AllPub,2Story,6,8,1964,Hip,TA,TA,Y,Gd,Attchd,440,TA,TA,187000
